Timestamp,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Blazor / C#]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Rust]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [C++ / Emscripten]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Go / TinyGo]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [AssemblyScript]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Grain]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Python]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Zig]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Blazor / C#],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Rust],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [C++ / Emscripten],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Go / TinyGo],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [AssemblyScript],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Grain],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Python],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Zig],Your Current Usage - what are you using WebAssembly for at the moment?,Future impact - where do you think WebAssembly will have the most impact in the future? [Web development],Future impact - where do you think WebAssembly will have the most impact in the future? [Blockchain],Future impact - where do you think WebAssembly will have the most impact in the future? [Internet of Things],Future impact - where do you think WebAssembly will have the most impact in the future? [Serverless],Future impact - where do you think WebAssembly will have the most impact in the future? [Containerisation],Future impact - where do you think WebAssembly will have the most impact in the future? [Game Development],Future impact - where do you think WebAssembly will have the most impact in the future? [Scientific],Future impact - where do you think WebAssembly will have the most impact in the future? [Cryptography],Future impact - where do you think WebAssembly will have the most impact in the future? [Audio / Video Processing],Future impact - where do you think WebAssembly will have the most impact in the future? [Artificial Intelligence],Future features - what future WebAssembly features are you interested in? [SIMD],Future features - what future WebAssembly features are you interested in? [Garbage Collection],Future features - what future WebAssembly features are you interested in? [ECMAScript module integration],Future features - what future WebAssembly features are you interested in? [Threads],Future features - what future WebAssembly features are you interested in? [Interface Types],Future features - what future WebAssembly features are you interested in? [Module Linking],Future features - what future WebAssembly features are you interested in? [Exception handling],Future features - what future WebAssembly features are you interested in? [WASI - WebAssembly System Interface],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better build tooling],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better debugging support],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A greater breadth of supported languages],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A stronger and more inclusive community],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better integration with JavaScript and browser APIs],Job Role - what most closely describes your role?,JavaScript Proficiency - how proficient are you at JavaScript?,WebAssembly Proficiency - how proficient are you at WebAssembly?,WebAssembly Experience - how long have you used or known about WebAssembly for?,Back-end Proficiency - how proficient are you at back-end development?,Industry Sector - which industry sector(s) do you work in?,Your Country or Region - where do you call home?,Current Language Usage - are there any other languages not listed about that you use?,,,Desired Usage - are there any other languages not listed about that you want to use?,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Swift]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Swift],"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Java]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Java]
6/15/2021 8:22:25,not used,have used occasionally,not used,have used occasionally,use sometimes,not used,not used,have used occasionally,not heard of it,want to use a little,don’t want to use,want to use a little,want to use a lot,not heard of it,don’t want to use,want to use a little,"Web development, Game Development",very high impact,Don't know :shrug:,low impact,Don't know :shrug:,low impact,very high impact,Don't know :shrug:,Don't know :shrug:,some impact,Don't know :shrug:,don’t know what it is :shrug:,modest interest,very interested,modest interest,modest interest,modest interest,modest interest,very interested,really needs this,needs this,really needs this,needs this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,France,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 8:28:21,have used occasionally,have used occasionally,not used,not used,not used,not used,not used,not used,want to use a lot,want to use a little,want to use a little,not heard of it,want to use a little,don’t want to use,want to use a little,not heard of it,"Web development, Artificial Intelligence",very high impact,Don't know :shrug:,very high impact,very high impact,some impact,Don't know :shrug:,some impact,very high impact,some impact,some impact,modest interest,modest interest,very interested,very interested,very interested,modest interest,very interested,very interested,needs this,really needs this,needs this,really needs this,really needs this,Academic researcher,"Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",< 1 year,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Education,Czech Republic,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 8:29:42,not used,use frequently,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,want to use a lot,want to use a lot,want to use a little,not heard of it,don’t want to use,don’t want to use,Web development,very high impact,Don't know :shrug:,some impact,Don't know :shrug:,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,don’t know what it is :shrug:,modest interest,very interested,very interested,very interested,don’t know what it is :shrug:,very interested,very interested,needs this,needs this,really needs this,doesn’t need this,doesn’t need this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,France,Vlang/C,,,Vlang/C,not used,don’t want to use,not used,don’t want to use
6/15/2021 8:34:17,not used,have used occasionally,not used,not used,not used,not used,not used,not used,want to use a little,want to use a lot,don’t want to use,don’t want to use,want to use a little,want to use a little,don’t want to use,want to use a little,"Serverless, Containerisation",some impact,very high impact,very high impact,very high impact,very high impact,very high impact,some impact,very high impact,very high impact,some impact,no interest,modest interest,modest interest,very interested,very interested,very interested,very interested,very interested,needs this,really needs this,needs this,needs this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,Slovenia,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 8:35:50,not used,have used occasionally,not used,not used,use sometimes,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a lot,don’t want to use,don’t want to use,don’t want to use,"Web development, Containerisation, Data Visualization",very high impact,Don't know :shrug:,Don't know :shrug:,some impact,very high impact,some impact,very high impact,very high impact,very high impact,some impact,modest interest,no interest,no interest,very interested,modest interest,very interested,modest interest,very interested,really needs this,really needs this,needs this,needs this,needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,Able to handle complex multi-server or microservices architectures,Consulting & Services,United Kingdom,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 8:36:33,not used,have used occasionally,have used occasionally,have used occasionally,have used occasionally,not used,not used,have used occasionally,not heard of it,want to use a little,want to use a little,want to use a lot,want to use a little,want to use a little,want to use a little,want to use a lot,"Web development, proxy-wasm",very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,Don't know :shrug:,very interested,very interested,very interested,modest interest,modest interest,modest interest,modest interest,very interested,needs this,needs this,needs this,needs this,needs this,"Developer, back-end","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Content Delivery Network developer,Japan,,,,,not used,not heard of it,not used,not heard of it
6/15/2021 8:38:07,not used,use frequently,use frequently,use frequently,have used occasionally,not used,not used,not used,don’t want to use,want to use a lot,want to use a lot,want to use a lot,want to use a little,don’t want to use,don’t want to use,want to use a little,"Web development, Serverless, Containerisation, Cryptography, Audio / Video Processing",very high impact,very high impact,very high impact,very high impact,some impact,some impact,low impact,low impact,very high impact,some impact,very interested,modest interest,very interested,very interested,modest interest,very interested,modest interest,very interested,needs this,really needs this,really needs this,needs this,needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",5+ years,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,France,rust golang typescript,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 8:39:47,have used occasionally,have used occasionally,not used,not used,not used,not used,not used,not used,want to use a lot,want to use a little,don’t want to use,don’t want to use,don’t want to use,don’t want to use,want to use a little,don’t want to use,"Web development, Internet of Things, Scientific, Cryptography",very high impact,some impact,very high impact,very high impact,very high impact,some impact,very high impact,some impact,very high impact,some impact,modest interest,no interest,no interest,very interested,no interest,modest interest,modest interest,very interested,really needs this,needs this,really needs this,needs this,doesn’t need this,Academic researcher,"Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",2 years,Able to handle complex multi-server or microservices architectures,Government,Switzerland,C,,,,not used,don’t want to use,not used,want to use a little
6/15/2021 8:49:01,not used,use frequently,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,don’t want to use,want to use a little,not heard of it,don’t want to use,don’t want to use,"Web development, Game Development, Audio / Video Processing",some impact,some impact,low impact,very high impact,very high impact,very high impact,low impact,some impact,very high impact,very high impact,very interested,no interest,don’t know what it is :shrug:,very interested,very interested,very interested,no interest,very interested,doesn’t need this,doesn’t need this,needs this,doesn’t need this,doesn’t need this,"Developer, full-stack","Writing short, simple JavaScript or jQuery statements","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,France,,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 8:51:58,not used,have used occasionally,have used occasionally,not used,not used,not used,not used,not used,don’t want to use,want to use a lot,don’t want to use,not heard of it,don’t want to use,not heard of it,don’t want to use,don’t want to use,Web development,low impact,Don't know :shrug:,some impact,very high impact,very high impact,low impact,Don't know :shrug:,Don't know :shrug:,very high impact,Don't know :shrug:,modest interest,no interest,modest interest,modest interest,modest interest,modest interest,no interest,modest interest,really needs this,really needs this,doesn’t need this,needs this,needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",5+ years,Able to handle complex multi-server or microservices architectures,Consulting & Services,Poland,JS/TS,,,,not used,don’t want to use,not used,don’t want to use
6/15/2021 9:00:52,have used occasionally,not used,use frequently,not used,not used,not used,use sometimes,not used,want to use a little,don’t want to use,want to use a lot,don’t want to use,not heard of it,not heard of it,want to use a little,not heard of it,Game Development,very high impact,low impact,low impact,low impact,low impact,some impact,some impact,low impact,low impact,low impact,very interested,no interest,don’t know what it is :shrug:,very interested,no interest,no interest,very interested,no interest,needs this,needs this,needs this,doesn’t need this,doesn’t need this,"Developer, game or graphics","Writing short, simple JavaScript or jQuery statements","I am confident in using WebAssembly, but consider it a ‘black box’",2 years,"Able to set up all-in-one CMSs (WordPress, etc.) or static site generators (Jekyll, etc.)",Programming & Technical Tools,Poland,,,,,have used occasionally,want to use a lot,not used,don’t want to use
